qid,rid,match
Q15195,R925225,1
Q26276,R001283,1
Q20815,R684222,0
Q19765,R851236,1
Q20272,R393807,1
Q11312,R879918,1
Q00825,R653526,0
Q19652,R748580,0
Q11080,R586172,1
Q08937,R079072,0
Q04846,R829491,0
Q26971,R001980,1
Q07983,R450100,1
Q23651,R639717,0
Q07071,R812444,0
Q11283,R100867,1
Q00903,R047892,0
Q20031,R567662,1
Q05210,R209202,1
Q12955,R455324,1
Q27059,R002068,1
Q04305,R717489,0
Q26505,R001513,1
Q29686,R004712,1
Q04052,R007841,0
Q13957,R538828,0
Q15607,R601729,1
Q19285,R613040,0
Q02846,R502328,0
Q17792,R668498,1
Q21146,R461523,0
Q28250,R003268,1
Q29764,R004790,1
Q26886,R001895,1
Q03847,R762957,0
Q11021,R799221,0
Q20666,R565049,0
Q10861,R554743,1
Q01322,R217629,0
Q29449,R004473,1
Q26513,R001521,1
Q15996,R236197,1
Q16043,R234066,1
Q06044,R388384,0
Q28675,R003694,1
Q10898,R405279,1
Q15796,R287853,1
Q29214,R004236,1
Q01271,R589520,1
Q01156,R185310,0
Q04312,R807403,0
Q11218,R925155,0
Q29078,R004100,1
Q09750,R723357,0
Q19333,R636744,0
Q00004,R852827,1
Q08847,R833798,0
Q22056,R105318,1
Q17463,R372499,1
Q19680,R888473,0
Q20299,R271153,1
Q25520,R000524,1
Q24106,R195277,1
Q11587,R578397,1
Q04260,R831433,0
Q29681,R004707,1
Q28261,R003279,1
Q06861,R657033,0
Q09986,R639477,0
Q26491,R001499,1
Q11204,R218924,0
Q23122,R344716,0
Q26937,R001946,1
Q06276,R001220,0
Q03422,R155412,0
Q16712,R299707,1
Q14632,R509884,0
Q28500,R003519,1
Q06506,R686516,1
Q19028,R528569,0
Q02950,R924112,0
Q28910,R003931,1
Q25150,R000152,1
Q20683,R472083,0
Q17446,R130768,1
Q28838,R003858,1
Q13263,R310969,0
Q19717,R909348,0
Q05652,R689798,0
Q21102,R214458,0
Q24067,R139442,1
Q06938,R684644,0
Q18613,R491019,1
Q29280,R004303,1
Q03516,R106355,0
Q26516,R001524,1
Q21477,R171110,0
Q26165,R001172,1
Q14880,R833297,0
Q07133,R871660,0
Q01646,R083356,0
Q05626,R890297,0
Q11591,R137117,1
Q06237,R489215,1
Q25350,R000353,1
Q24020,R176523,0
Q05395,R840248,0
Q06657,R471342,0
Q03977,R325705,1
Q28925,R003947,1
Q27575,R002587,1
Q08017,R197297,1
Q24337,R680945,0
Q19190,R272774,0
Q27668,R002680,1
Q23278,R121244,0
Q23435,R378733,0
Q26157,R001164,1
Q23277,R940842,0
Q11320,R931317,0
Q16073,R561218,0
Q06459,R056256,0
Q28514,R003533,1
Q26569,R001577,1
Q15456,R654505,1
Q27503,R002515,1
Q23640,R687529,0
Q09164,R534240,0
Q15323,R977490,1
Q12276,R162826,1
Q00316,R321619,1
Q16539,R602093,0
Q29790,R004816,1
Q17014,R113733,0
Q25432,R000436,1
Q20396,R960040,1
Q26989,R001998,1
Q06905,R250406,1
Q18640,R257646,0
Q08474,R936540,0
Q29811,R004837,1
Q16911,R512867,0
Q27429,R002441,1
Q27929,R002945,1
Q01019,R192021,0
Q27623,R002635,1
Q01149,R056083,1
Q27663,R002675,1
Q02188,R559135,0
Q11670,R777767,1
Q05392,R472251,1
Q26306,R001313,1
Q28893,R003913,1
Q09839,R494464,0
Q16045,R210645,0
Q15283,R509966,0
Q23400,R899319,1
Q13298,R001518,0
Q25751,R000755,1
Q26683,R001691,1
Q28177,R003195,1
Q25116,R000118,1
Q25407,R000411,1
Q11149,R067061,0
Q05105,R126337,0
Q22219,R465765,1
Q28480,R003499,1
Q19224,R940305,1
Q19473,R112097,0
Q08026,R699158,0
Q27674,R002686,1
Q10517,R560858,0
Q04311,R629323,0
Q15625,R267233,1
Q21331,R366558,0
Q30673,R005703,1
Q24638,R774698,0
Q15964,R461043,1
Q25831,R000836,1
Q20038,R604486,0
Q27257,R002269,1
Q13357,R376993,1
Q18455,R677568,0
Q08125,R786412,0
Q29689,R004715,1
Q10613,R951640,0
Q08354,R304102,0
Q25936,R000942,1
Q23409,R904235,0
Q29364,R004388,1
Q09589,R558785,0
Q25956,R000962,1
Q10634,R413299,0
Q15515,R399658,0
Q20725,R146908,0
Q18996,R156222,0
Q25672,R000676,1
Q25020,R000020,1
Q27444,R002456,1
Q22513,R137541,0
Q25337,R000340,1
Q18587,R740779,1
Q28248,R003266,1
Q30578,R005608,1
Q24436,R002687,1
Q18167,R959958,0
Q28928,R003950,1
Q10718,R453134,1
Q01486,R631113,0
Q03376,R846879,0
Q10353,R842688,0
Q29634,R004660,1
Q30143,R005171,1
Q12769,R774863,0
Q18061,R628318,0
Q06610,R621336,0
Q24093,R503428,1
Q24051,R707723,0
Q21823,R310192,0
Q22428,R770841,1
Q07609,R933996,0
Q26115,R001122,1
Q00141,R082283,0
Q28679,R003698,1
Q17964,R281545,0
Q10994,R664866,1
Q09108,R494707,1
Q24608,R991388,0
Q15181,R189050,0
Q19079,R295379,1
Q26776,R001785,1
Q12427,R310022,0
Q02677,R667606,0
Q06494,R131760,0
Q09238,R376631,1
Q26433,R001441,1
Q13178,R558631,0
Q29350,R004374,1
Q22793,R798004,1
Q16855,R598782,0
Q05464,R311180,0
Q11403,R403549,1
Q02130,R859670,0
Q04706,R801002,1
Q25559,R000563,1
Q26575,R001583,1
Q20827,R349088,0
Q26998,R002007,1
Q21776,R711439,0
Q20850,R266944,0
Q06054,R790897,1
Q30577,R005607,1
Q28818,R003838,1
Q01954,R510756,0
Q10510,R307838,0
Q26202,R001209,1
Q26557,R001565,1
Q24538,R157661,1
Q05354,R970443,1
Q25449,R000453,1
Q23074,R698065,0
Q04132,R179662,0
Q20377,R193261,1
Q29454,R004478,1
Q11519,R004051,0
Q21896,R432987,0
Q06400,R078017,1
Q04497,R609570,0
Q17369,R100629,1
Q26576,R001584,1
Q10180,R219493,1
Q17237,R408673,0
Q30251,R005279,1
Q09484,R138355,1
Q08177,R181386,1
Q06546,R741789,1
Q25410,R000414,1
Q15166,R935589,0
Q20401,R837143,0
Q22777,R311746,0
Q26870,R001879,1
Q15282,R871243,0
Q11180,R564891,0
Q05933,R599485,1
Q15204,R894980,0
Q19702,R087511,0
Q13624,R679950,0
Q07241,R679154,1
Q07224,R571253,1
Q18389,R810970,0
Q12570,R688121,0
Q07778,R155861,1
Q11327,R088214,0
Q08085,R711161,0
Q09889,R891163,1
Q28936,R003958,1
Q18451,R531489,1
Q20938,R208398,0
Q28191,R003209,1
Q21900,R634729,0
Q25291,R000294,1
Q27311,R002323,1
Q29636,R004662,1
Q23970,R195036,0
Q17174,R929406,0
Q05698,R627879,0
Q26140,R001147,1
Q09131,R288455,1
Q29714,R004740,1
Q04282,R043001,0
Q15549,R074095,1
Q14500,R088456,0
Q05553,R228713,0
Q12657,R557098,0
Q04847,R922417,1
Q27483,R002495,1
Q05276,R779412,0
Q23974,R802876,0
Q14641,R381050,0
Q03347,R231360,0
Q23579,R228115,0
Q29365,R004389,1
Q14055,R919494,0
Q28259,R003277,1
Q19854,R542905,0
Q19192,R135008,1
Q19861,R685854,1
Q26750,R001759,1
Q21796,R046637,0
Q24204,R238386,0
Q04619,R835146,0
Q15702,R611603,0
Q27282,R002294,1
Q29236,R004258,1
Q09377,R726579,0
Q10006,R196908,0
Q04017,R505992,0
Q23274,R214718,0
Q22553,R520771,0
Q03358,R080215,0
Q27587,R002599,1
Q22862,R080554,1
Q28914,R003936,1
Q21714,R144343,1
Q14700,R264857,0
Q30607,R005637,1
Q00054,R474179,0
Q03826,R949911,1
Q05335,R609093,0
Q28339,R003357,1
Q18768,R095566,1
Q25070,R000071,1
Q26646,R001654,1
Q13855,R231274,1
Q07518,R309287,1
Q19501,R462625,0
Q01071,R829384,1
Q15110,R092636,0
Q10326,R139049,1
Q28963,R003985,1
Q25534,R000538,1
Q13635,R110424,0
Q07395,R948259,0
Q24809,R504199,0
Q07671,R628022,1
Q03505,R909204,0
Q14825,R318785,0
Q17943,R013815,1
Q29327,R004351,1
Q23546,R238702,1
Q09581,R803287,1
Q09521,R732289,0
Q22618,R460095,0
Q17970,R349485,1
Q15778,R343334,0
Q01615,R321022,0
Q08922,R051286,0
Q22907,R606633,0
Q29421,R004445,1
Q15393,R495268,0
Q04472,R926320,0
Q25635,R000639,1
Q08449,R262395,1
Q18292,R924874,0
Q13692,R805908,1
Q09769,R391072,0
Q07966,R583124,0
Q25244,R000247,1
Q21793,R578400,1
Q16571,R317922,0
Q25834,R000839,1
Q04689,R244595,0
Q25485,R000489,1
Q28186,R003204,1
Q22137,R002704,0
Q06259,R871434,0
Q17633,R526963,0
Q22307,R305105,0
Q28396,R003414,1
Q15613,R510823,0
Q15578,R516475,1
Q30007,R005034,1
Q25002,R000002,1
Q10249,R203130,0
Q29623,R004649,1
Q19958,R286520,0
Q27478,R002490,1
Q06354,R977796,1
Q23177,R586333,1
Q10657,R356030,0
Q29126,R004148,1
Q28680,R003699,1
Q18737,R545388,0
Q30405,R005434,1
Q29374,R004398,1
Q10897,R994745,1
Q17664,R623417,0
Q11368,R918059,0
Q13725,R613520,0
Q24871,R087127,0
Q17245,R271414,0
Q25506,R000510,1
Q03292,R750168,0
Q25103,R000105,1
Q19671,R918392,0
Q15736,R413073,0
Q30639,R005669,1
Q29693,R004719,1
Q17322,R019666,0
Q21303,R195174,0
Q29111,R004133,1
Q02592,R222115,0
Q26109,R001116,1
Q22442,R896666,1
Q14655,R428212,0
Q12590,R923529,0
Q25473,R000477,1
Q03921,R403551,0
Q30209,R005237,1
Q23195,R048377,0
Q00481,R316546,0
Q28588,R003607,1
Q02204,R065810,0
Q13239,R488317,1
Q23167,R992196,0
Q05571,R986304,1
Q29343,R004367,1
Q06629,R485866,1
Q20471,R164228,0
Q02020,R349558,0
Q02988,R242411,0
Q13404,R851004,1
Q00245,R837950,0
Q21099,R930274,0
Q25694,R000698,1
Q00771,R141227,0
Q14915,R545915,0
Q20006,R188662,1
Q20468,R485642,1
Q03446,R184449,1
Q27569,R002581,1
Q21029,R094448,1
Q05499,R579425,1
Q29491,R004516,1
Q13387,R885556,1
Q12343,R165975,0
Q13753,R518249,0
Q06136,R876478,0
Q24953,R201947,0
Q21471,R456084,0
Q05418,R249152,1
Q18499,R216721,1
Q08715,R497511,0
Q12647,R753064,1
Q19340,R172415,1
Q11900,R585842,0
Q12663,R040426,0
Q21699,R465058,0
Q08894,R606375,1
Q29319,R004343,1
Q28577,R003596,1
Q13564,R423483,0
Q19974,R580554,0
Q20506,R244269,0
Q00032,R918444,0
Q21587,R544565,0
Q16661,R871801,1
Q12719,R514958,1
Q03664,R272743,0
Q22049,R694033,0
Q30460,R005489,1
Q26080,R001087,1
Q26087,R001094,1
Q05266,R189232,1
Q07045,R198101,0
Q02493,R892292,1
Q19819,R043549,0
Q16903,R256128,0
Q28990,R004012,1
Q10793,R116249,0
Q22705,R544553,0
Q01387,R225675,0
Q25324,R000327,1
Q27753,R002767,1
Q10548,R414106,0
Q06165,R904913,1
Q08682,R953355,0
Q20782,R000987,0
Q06420,R532288,0
Q24782,R322072,1
Q06454,R263052,0
Q20150,R020975,0
Q07572,R387821,0
Q28214,R003232,1
Q25887,R000893,1
Q07416,R108046,1
Q10071,R045540,0
Q03801,R532814,0
Q19752,R822966,1
Q01997,R291322,1
Q09914,R211261,0
Q10219,R218685,1
Q26904,R001913,1
Q02142,R206257,0
Q01377,R664202,1
Q18572,R732542,0
Q23784,R535228,1
Q14557,R966207,0
Q09513,R134747,1
Q27977,R002994,1
Q20752,R049227,0
Q08622,R049402,0
Q25061,R000062,1
Q05421,R298846,1
Q15036,R433313,1
Q29660,R004686,1
Q27110,R002120,1
Q00008,R246671,1
Q00458,R585690,0
Q03764,R599300,1
Q26463,R001471,1
Q28321,R003339,1
Q16983,R903478,0
Q27075,R002084,1
Q07946,R004332,1
Q22617,R993146,0
Q09921,R946570,0
Q18446,R266894,0
Q17315,R051084,0
Q29570,R004595,1
Q03888,R578945,0
Q28528,R003547,1
Q12074,R841967,0
Q21452,R251103,0
Q04265,R070009,1
Q17721,R187258,0
Q02736,R729991,1
Q19475,R556110,0
Q23342,R857023,1
Q27365,R002377,1
Q24317,R837958,0
Q06559,R645268,0
Q27535,R002547,1
Q18727,R828774,1
Q12598,R591769,0
Q29355,R004379,1
Q28092,R003109,1
Q09073,R156687,0
Q19514,R990474,1
Q23190,R710402,1
Q25722,R000726,1
Q25398,R000402,1
Q23724,R057626,0
Q30344,R005373,1
Q29706,R004732,1
Q10089,R509940,0
Q00308,R739893,0
Q27233,R002245,1
Q10110,R701488,1
Q07355,R084461,0
Q17646,R864480,0
Q28819,R003839,1
Q01362,R841920,1
Q11104,R785634,0
Q14764,R465993,0
Q17481,R265815,0
Q07039,R343843,0
Q05295,R791854,1
Q10932,R896467,0
Q24405,R725156,0
Q13295,R405552,0
Q07898,R257721,0
Q20335,R502147,1
Q03594,R861495,0
Q19629,R117841,1
Q19078,R476595,0
Q30242,R005270,1
Q25643,R000647,1
Q26568,R001576,1
Q06969,R261583,0
Q28385,R003403,1
Q07244,R821428,1
Q29281,R004304,1
Q20840,R701158,0
Q03084,R810396,0
Q10871,R379493,1
Q19576,R658190,0
Q04902,R771502,0
Q00056,R203685,0
Q25148,R000150,1
Q23794,R685753,0
Q17737,R893424,1
Q22938,R328970,0
Q18266,R952594,0
Q11540,R187653,0
Q22052,R472829,0
Q09236,R580563,1
Q17816,R348351,0
Q04776,R684016,0
Q07691,R453778,0
Q25158,R000160,1
Q10611,R326531,0
Q28969,R003991,1
Q23658,R913700,0
Q28696,R003715,1
Q29554,R004579,1
Q04088,R538501,1
Q26555,R001563,1
Q04871,R495473,0
Q25729,R000733,1
Q20345,R365375,0
Q05546,R247098,1
Q08118,R579021,1
Q01302,R745295,0
Q18939,R413812,1
Q26644,R001652,1
Q28865,R003885,1
Q26066,R001072,1
Q15190,R317620,1
Q10647,R812430,1
Q03088,R334442,0
Q16890,R252802,0
Q18393,R459037,1
Q25334,R000337,1
Q03798,R918851,0
Q23173,R465503,0
Q15994,R199896,0
Q10906,R290868,0
Q11094,R190569,0
Q28380,R003398,1
Q08321,R205520,0
Q30550,R005580,1
Q20774,R060533,0
Q15305,R091502,0
Q26922,R001931,1
Q21761,R943349,0
Q14373,R731220,0
Q22834,R776122,1
Q08232,R365540,0
Q09995,R886146,0
Q25766,R000770,1
Q05482,R481258,0
Q30411,R005440,1
Q02681,R515985,0
Q28505,R003524,1
Q21883,R342855,0
Q14120,R067371,0
Q06892,R119085,0
Q04768,R355128,1
Q24357,R109278,0
Q01258,R738754,0
Q21731,R406263,1
Q05284,R108920,0
Q29802,R004828,1
Q25095,R000097,1
Q30626,R005656,1
Q24270,R792162,1
Q07246,R452876,1
Q09127,R740387,0
Q16753,R892037,1
Q25665,R000669,1
Q04310,R613031,0
Q11650,R057738,0
Q16418,R839504,0
Q18637,R553979,0
Q18386,R061789,0
Q17750,R238117,1
Q23591,R592354,0
Q15021,R911875,1
Q12750,R522306,0
Q02654,R501124,0
Q29092,R004114,1
Q13649,R377244,0
Q07265,R592339,0
Q30022,R005049,1
Q06936,R722230,0
Q04389,R250980,0
Q09877,R289709,1
Q11680,R899655,1
Q14957,R975046,0
Q29415,R004439,1
Q23312,R151020,1
Q05226,R901670,0
Q21214,R613842,1
Q26714,R001722,1
Q16374,R150886,1
Q26229,R001236,1
Q05080,R988342,0
Q14191,R805370,0
Q02964,R322416,0
Q27260,R002272,1
Q25870,R000876,1
Q26038,R001044,1
Q08292,R837534,0
Q11526,R949901,0
Q15088,R647074,0
Q26695,R001703,1
Q05328,R270998,1
Q21711,R254911,0
Q28511,R003530,1
Q00109,R063541,1
Q13098,R623651,0
Q11017,R553697,0
Q16178,R097795,0
Q19795,R358929,1
Q19102,R230953,0
Q21426,R801985,0
Q07262,R556686,0
Q03837,R473326,0
Q08000,R195495,0
Q17343,R881210,0
Q29924,R004951,1
Q23007,R649649,1
Q13016,R231042,0
Q22149,R183628,0
Q26929,R001938,1
Q29013,R004035,1
Q27496,R002508,1
Q10045,R670086,0
Q06511,R017452,0
Q22625,R830856,0
Q26019,R001025,1
Q14184,R198748,1
Q10795,R443308,0
Q19916,R436418,0
Q25918,R000924,1
Q22315,R789871,1
Q25934,R000940,1
Q18687,R043293,1
Q23405,R532791,1
Q27905,R002920,1
Q13630,R873300,0
Q28901,R003922,1
Q04542,R645708,0
Q28216,R003234,1
Q27211,R002223,1
Q17783,R905522,0
Q04180,R381076,1
Q28788,R003808,1
Q12109,R759736,0
Q18590,R099124,0
Q26608,R001616,1
Q26709,R001717,1
Q27014,R002023,1
Q03260,R427342,0
Q19494,R271364,0
Q24815,R902041,1
Q25595,R000599,1
Q28108,R003125,1
Q22439,R639891,1
Q28587,R003606,1
Q15096,R437506,1
Q09614,R663343,1
Q26981,R001990,1
Q04722,R730506,0
Q10199,R165956,0
Q09228,R578668,0
Q18489,R544487,1
Q16129,R681551,1
Q08351,R792947,0
Q10840,R756256,0
Q21526,R732632,0
Q11151,R006883,0
Q23242,R781946,1
Q09224,R734489,1
Q01392,R104759,0
Q13124,R209711,0
Q09540,R467397,0
Q01633,R555052,0
Q13243,R278163,0
Q27943,R002959,1
Q08285,R987581,0
Q16746,R874021,0
Q04646,R994081,1
Q03334,R564614,0
Q07757,R442437,0
Q26326,R001333,1
Q23866,R372248,0
Q05981,R156489,1
Q01137,R385200,0
Q30011,R005038,1
Q11464,R351042,0
Q21130,R366105,0
Q02318,R978544,0
Q26803,R001812,1
Q28456,R003474,1
Q27832,R002847,1
Q14336,R613136,1
Q25780,R000784,1
Q01372,R643424,0
Q23679,R852633,0
Q22327,R468179,1
Q20118,R712095,0
Q29254,R004276,1
Q17031,R556845,0
Q27143,R002154,1
Q26744,R001753,1
Q16652,R807209,1
Q17765,R524497,1
Q01431,R103869,0
Q28763,R003783,1
Q06073,R956342,1
Q19969,R344767,0
Q26379,R001387,1
Q11162,R338113,1
Q15045,R535195,0
Q25016,R000016,1
Q27911,R002926,1
Q23560,R410170,0
Q30231,R005259,1
Q15554,R899240,0
Q01720,R832333,0
Q30292,R005320,1
Q05042,R768714,0
Q19073,R010240,0
Q16340,R347234,0
Q00019,R404186,0
Q09097,R374231,1
Q14985,R692949,0
Q30336,R005365,1
Q17823,R505339,0
Q09094,R526011,0
Q20686,R797923,0
Q19779,R148349,0
Q27452,R002464,1
Q29780,R004806,1
Q25417,R000421,1
Q12954,R646025,0
Q26508,R001516,1
Q02854,R022729,0
Q01550,R281386,0
Q30378,R005407,1
Q30390,R005419,1
Q11282,R285781,0
Q08444,R640573,0
Q01044,R189537,1
Q08502,R479341,0
Q27244,R002256,1
Q00829,R019320,0
Q16572,R280672,1
Q12115,R842069,0
Q28148,R003166,1
Q00177,R624934,0
Q28707,R003726,1
Q01329,R748076,0
Q18265,R628979,0
Q01626,R900960,0
Q02482,R833061,1
Q05516,R365054,1
Q00554,R589118,0
Q15215,R998883,0
Q26879,R001888,1
Q28950,R003972,1
Q09245,R609637,0
Q16972,R056460,1
Q24325,R740498,0
Q15797,R069884,0
Q23580,R632885,1
Q11751,R287632,0
Q08462,R851414,0
Q10149,R315761,1
Q20442,R998497,0
Q15791,R497751,1
Q22098,R063876,0
Q23425,R713274,0
Q03178,R321008,0
Q13364,R124893,0
Q20910,R997581,0
Q26214,R001221,1
Q29460,R004484,1
Q05740,R670000,0
Q30629,R005659,1
Q26311,R001318,1
Q03349,R868677,1
Q22599,R844903,1
Q28720,R003740,1
Q25982,R000988,1
Q29661,R004687,1
Q25312,R000315,1
Q11619,R889089,0
Q15715,R459997,1
Q24918,R688876,0
Q17340,R870507,0
Q29727,R004753,1
Q28791,R003811,1
Q21352,R672610,0
Q01187,R204254,0
Q01341,R525243,1
Q17628,R985254,0
Q18715,R723300,0
Q26194,R001201,1
Q25370,R000373,1
Q20218,R137432,0
Q03772,R071692,1
Q22687,R465263,0
Q24415,R771075,1
Q20271,R062622,0
Q10894,R885488,1
Q04545,R504530,0
Q19498,R484012,0
Q14932,R858448,0
Q18309,R253426,1
Q27497,R002509,1
Q08286,R075888,0
Q03952,R631357,1
Q30684,R005715,1
Q24073,R492747,0
Q27070,R002079,1
Q12982,R941581,0
Q02170,R390485,0
Q03609,R937263,1
Q09875,R095448,0
Q28075,R003092,1
Q05914,R585985,0
Q10505,R446956,1
Q29447,R004471,1
Q08514,R086634,0
Q04535,R906149,0
Q28770,R003790,1
Q23376,R329201,1
Q09029,R175843,0
Q06840,R267875,0
Q23779,R857847,1
Q30456,R005485,1
Q26273,R001280,1
Q28458,R003476,1
Q15727,R928089,0
Q06358,R021370,0
Q06970,R327421,1
Q23504,R920525,0
Q06157,R246309,1
Q00315,R926268,0
Q27456,R002468,1
Q26716,R001724,1
Q09764,R589725,0
Q29024,R004046,1
Q24441,R331428,0
Q12181,R223014,0
Q07997,R503889,0
Q24141,R885169,1
Q13184,R374137,0
Q12282,R483119,0
Q29532,R004557,1
Q14740,R715516,0
Q06571,R667470,1
Q08463,R003487,1
Q20768,R024852,0
Q02329,R080187,0
Q19002,R787866,0
Q20672,R346924,0
Q30012,R005039,1
Q10106,R112563,1
Q26359,R001367,1
Q02705,R855747,0
Q03698,R901028,0
Q06475,R687285,1
Q26537,R001545,1
Q28597,R003616,1
Q13979,R275639,0
Q16274,R512597,1
Q10543,R287659,0
Q07191,R187234,0
Q12718,R354665,1
Q30666,R005696,1
Q12353,R986349,0
Q13727,R121321,0
Q10087,R594300,1
Q27226,R002238,1
Q28590,R003609,1
Q08250,R773663,0
Q11986,R498149,0
Q13315,R666279,0
Q08521,R722631,0
Q07154,R828425,0
Q27937,R002953,1
Q29959,R004986,1
Q25264,R000267,1
Q26350,R001357,1
Q10502,R789002,1
Q29395,R004419,1
Q10431,R880588,0
Q09967,R704914,1
Q29488,R004513,1
Q19719,R047286,0
Q30110,R005138,1
Q26936,R001945,1
Q06260,R724229,0
Q08409,R483626,0
Q10632,R714053,0
Q04637,R523695,1
Q09854,R928987,0
Q28534,R003553,1
Q00150,R231163,1
Q19110,R702964,0
Q06581,R745889,0
Q28198,R003216,1
Q22683,R683037,0
Q13159,R482855,1
Q25009,R000009,1
Q15053,R962082,0
Q11882,R854088,0
Q10007,R107128,0
Q29832,R004858,1
Q30534,R005564,1
Q02109,R175224,0
Q01136,R082907,0
Q14054,R079726,0
Q12237,R956708,1
Q16908,R624833,0
Q25929,R000935,1
Q04713,R373804,0
Q02304,R325123,0
Q06172,R212759,0
Q03626,R516875,0
Q13434,R594927,0
Q08252,R099116,1
Q11474,R132696,0
Q19367,R821789,0
Q23340,R960822,0
Q07471,R155971,1
Q14123,R838374,0
Q17360,R276631,1
Q21639,R131746,1
Q18926,R862472,0
Q14989,R438706,0
Q21124,R644222,0
Q02865,R281222,0
Q29546,R004571,1
Q17244,R731403,0
Q22161,R819797,0
Q23837,R407413,0
Q17009,R276994,0
Q17811,R842964,0
Q00363,R247147,1
Q22127,R204195,1
Q19149,R157604,0
Q29657,R004683,1
Q11994,R014863,0
Q22359,R366698,0
Q16381,R137790,0
Q15197,R024872,0
Q13430,R470922,0
Q11758,R708772,0
Q20982,R566387,0
Q04082,R171215,1
Q26395,R001403,1
Q06123,R291693,1
Q05270,R927260,0
Q08744,R468883,1
Q03792,R017877,0
Q27465,R002477,1
Q16698,R975870,1
Q28619,R003638,1
Q19314,R591778,1
Q04344,R922237,0
Q07842,R008693,1
Q03850,R655565,0
Q03630,R952101,0
Q21403,R195286,0
Q21470,R710942,0
Q23800,R553325,0
Q07846,R149860,0
Q18450,R890535,0
Q00926,R416107,1
Q02030,R808208,0
Q15686,R579906,0
Q23609,R030505,0
Q20820,R254288,1
Q08864,R464262,0
Q07656,R515585,1
Q21036,R028188,0
Q22684,R952588,0
Q25612,R000616,1
Q28497,R003516,1
Q21072,R526672,0
Q09594,R650641,0
Q21293,R844832,0
Q12421,R198095,0
Q07957,R111201,0
Q13655,R992955,0
Q18638,R959523,0
Q20483,R161425,1
Q30271,R005299,1
Q29353,R004377,1
Q24144,R182083,1
Q02616,R972244,0
Q05273,R220943,0
Q06925,R895121,0
Q28183,R003201,1
Q05581,R196575,1
Q26694,R001702,1
Q26959,R001968,1
Q01192,R778635,0
Q28737,R003757,1
Q01286,R720245,0
Q26763,R001772,1
Q08952,R882068,0
Q30076,R005104,1
Q12531,R327546,1
Q20812,R137781,0
Q06576,R323569,0
Q20403,R292024,0
Q24910,R774257,0
Q25510,R000514,1
Q09160,R532571,0
Q02621,R130354,1
Q16071,R011951,0
Q08959,R019400,1
Q00865,R861465,0
Q21884,R661037,1
Q30500,R005530,1
Q11892,R679909,0
Q30045,R005073,1
Q00928,R570349,0
Q09776,R522364,0
Q17436,R097544,0
Q04208,R700306,0
Q27316,R002328,1
Q09054,R424572,1
Q02165,R193086,0
Q22572,R694755,0
Q21158,R286690,0
Q19350,R757873,1
Q29580,R004605,1
Q08111,R021605,1
Q29817,R004843,1
Q12726,R480699,0
Q21199,R221139,0
Q03750,R621686,0
Q05172,R343084,0
Q07021,R346297,1
Q17501,R795398,0
Q27875,R002890,1
Q18682,R426708,0
Q14439,R531609,0
Q05290,R666109,0
Q22681,R334035,0
Q26256,R001263,1
Q28533,R003552,1
Q15502,R196056,0
Q01402,R095804,0
Q13294,R583979,1
Q22671,R230235,0
Q15402,R456413,1
Q11366,R055793,0
Q10441,R065037,1
Q05855,R674402,1
Q04698,R851605,0
Q07442,R932514,0
Q23630,R405079,1
Q25322,R000325,1
Q01508,R440101,1
Q16794,R731656,0
Q23725,R926588,0
Q02365,R217498,1
Q10338,R868815,0
Q05657,R958765,1
Q00430,R920344,0
Q04322,R394804,1
Q25444,R000448,1
Q00046,R277154,1
Q10235,R876005,0
Q28667,R003686,1
Q12935,R208015,0
Q19565,R385849,1
Q06148,R246009,1
Q10618,R520511,0
Q17585,R701495,0
Q02230,R136215,0
Q23047,R116101,0
Q18154,R556187,0
Q12159,R064925,0
Q15986,R047001,0
Q10457,R318778,0
Q14183,R917707,0
Q15367,R052347,0
Q07918,R679530,1
Q24238,R246999,0
Q30396,R005425,1
Q00881,R124803,1
Q10968,R122225,0
Q26775,R001784,1
Q15960,R133390,1
Q22090,R784775,1
Q13053,R942488,0
Q05450,R633360,0
Q18698,R353678,0
Q22953,R289779,0
Q08383,R324654,0
Q17550,R012772,0
Q06389,R009881,0
Q08942,R954233,0
Q29270,R004293,1
Q29101,R004123,1
Q30229,R005257,1
Q15167,R703048,0
Q21422,R408574,0
Q21486,R548081,1
Q29719,R004745,1
Q28584,R003603,1
Q04499,R810346,0
Q21476,R240780,0
Q01275,R088934,0
Q18919,R741736,0
Q20560,R151119,1
Q25872,R000878,1
Q23619,R303397,1
Q15926,R082724,0
Q08413,R824580,0
Q01144,R032013,1
Q27227,R002239,1
Q25333,R000336,1
Q16180,R496426,1
Q28302,R003320,1
Q23222,R129073,1
Q24220,R450204,1
Q27345,R002357,1
Q25342,R000345,1
Q28073,R003090,1
Q05716,R592962,0
Q29507,R004532,1
Q09416,R743917,0
Q02232,R301226,0
Q28891,R003911,1
Q02315,R360534,1
Q23347,R135664,0
Q04889,R034905,0
Q16685,R320165,0
Q28131,R003149,1
Q05310,R340175,0
Q00130,R639985,0
Q01342,R334690,1
Q08228,R609184,0
Q26993,R002002,1
Q04555,R500680,0
Q21316,R528960,0
Q26958,R001967,1
Q18868,R529469,1
Q29654,R004680,1
Q27241,R002253,1
Q22994,R934628,1
Q03413,R063939,1
Q11664,R459339,0
Q27403,R002415,1
Q01230,R936772,0
Q03738,R598155,0
Q30421,R005450,1
Q23923,R673919,1
Q13106,R656137,0
Q12488,R618188,1
Q06349,R101369,1
Q17115,R244631,1
